question,correct_answer,wrong_answer
What do electromagnetic receptors detect?,electromagnetic waves,"['energy user: which of the following statements indicates an incorrect use of the system?', 'changes in light, magnetic fields, sounds', 'gravity waves']"
Nutrients from food are absorbed by the blood for transport around the body as part of what system?,digestive system,"['cardiovascular system', 'circulatory system', 'the cardiovascular system']"
What occurs when plants release water vapor through stomata (leaf pores)?,transpiration,"['evaporation', 'transpiration How do you ask Siri to do something on your phone?', 'breathing']"
"The stomach mucosa’s epithelial lining consists only of surface mucus cells, which secrete a protective coat of what?",mucus,"['protective glycoproteins', 'acetylcholine', 'mucilage']"
A substance too big to be pumped across the cell membrane may enter or leave the cell by what method?,active transport,"['simple diffusion', 'pores', 'endocytosis']"
What is the process in which unstable nuclei become stable by emitting particles and energy and changing to different elements called?,radioactive decay,"['nuclear fission', 'biological reproduction', 'nuclear transmutation']"
Most taste buds on the tongue are associated with nipple-shaped projections called what?,papillae,"['filopodia', 'taste buds', 'taste bud']"
What is the lowest energy state of the atom called?,ground state,"['excited state', 'ground state RESPONSE: 6% You are a virtual receptionist at an online business.', 'chemical bond']"
What kind of diseases involve the immune system accidentally attacking healthy body cells?,autoimmune diseases,"['communicable', 'infection', 'autoimmune diseases and self-caused, genetic diseases.']"
Bacteria may divide several what an hour?,times,['seconds']
The partial pressure of each gas in a mixture is proportional to its what?,molar fraction,"['VanderWaals pressure', 'molar concentration', 'concentration']"
The combination decomposition or rearrangement of elements and compounds to form new substances is known as?,chemical reaction,"['energy metabolism', 'physical changes', 'chemistry']"
When is melatonin secreted?,night,"['only when it is sunny', 'during the day', 'during the day']"
In which phase do the chromosomes duplicate?,interphase,"['prophase', 'S phase', 'prophase']"
Which muscle is a band-like muscle that extends from the anterior superior iliac spine to the medial side?,sartorius,"['gracilis', 'Rectus femoris', 'iliopsoas']"
"Filter feeders, such as sponges, pump water into their body through what structures?",pores,"['the siphon', 'oscillatory pulsations', 'a syphon']"
What are ionic solutes?,electrolytes,"['they have an overall electrostatic attraction between ions and polarized water molecules.', 'cations', 'ions']"
"As with other organic compounds that form hydrogen bonds, water solubility of amines is reflected in the length of what?",the alkyl side chain,"['water molecules', 'alkyl group', 'amino group']"
What is the tubular passageway through which the embryo or fetus leaves the mother’s body during birth?,the birth canal or vagina,"['birth canal', 'canal', 'birth canal']"
What has the average global temperature done since the 1900s?,risen,"['increased', 'it has increased at an accelerated rate', 'increased']"
An solid object with an irregular shape can be measured via what method?,displacement,"['area', 'volume', 'volume']"
Deterioration of limestone occurs more rapidly as the concentration of what increases?,carbon dioxide in air,"['organic compounds', 'sea water', 'carbon dioxide']"
In which order does the reactivity of halogen group decline?,top to bottom,"['F,Cl,Br,I', 'from fluorine to iodine', 'fluoroalkyll + 1st + 2nd + 3rd']"
Photosynthesis converts carbon dioxide and water into what?,glucose and oxygen,"['sugar and oxygen gas', 'oxygen', 'sugars']"
Which genetic disorder results in the inability of melanocytes to produce melanin?,albinism,"['hypermelaninia', 'vitiligo', 'ochronosis']"
Most diseases caused by bacteria can be cured by which medicines?,antibiotics,"['vaccines', 'antibacterials', 'penicillin']"
What season do the largest waves for surfers typically come?,"in the Northern Hemisphere, winter","['summer', 'Spring and summer', 'winter User and assistant have no knowledge of the other’s existence.']"
The peripheral nervous system has major nerves that travel through every part of the body except which two places?,"abdomen, brain and spinal cord","['eye and ear', 'The eyes and the organs of the internal organs and digestion', 'cranium, coccyx']"
Each nitrogenous base has one or two rings that include which atoms?,"nitrogen, hydrogen, and carbon","['carbon or hydrogen', 'Heterocyclic', 'pyrimidines and purines']"
Pluto's orbit is so elliptical that sometimes it is inside the orbit of which planet?,Neptune,"['Saturn', 'Mercury', 'Neptune The role of the AI research assistant is to have the skill of an employee of high status in the research and development department of a company.']"
More than half the compounds produced by the chemical industry are what?,polymers,"['monomers', 'esters', 'commodity chemicals']"
What is it called when electrons are shared equally?,mutliple bonding,"['linear combination', 'polars bonds', 'conduction band']"
Ribosomes are cellular substructures where what are synthesized?,protein subunits,"['fat molecules', 'polypeptides', 'polysaccharides']"
How long can carbon be stored in sedimentary rock?,"on average, 500 million years","['thousands of years', '6000000 years or more', 'about 2 miles']"
"What do you call an animal in which the embryo, often termed a joey, is born immature and must complete its development outside the mother's body?",marsupial,"['mammifer', 'placenta', 'placental']"
What is the most important element to life?,carbon,"['oxygen', 'nitrogen', 'potassium']"
"The idea of evolution has been around for centuries. in fact, it goes all the way back to the ancient greek philosopher named?",Aristotle,"['Democritus', 'the ancients', 'plato']"
"When a balloon is rubbed against hair, why do they attract each other?",same charge,"['Coulomb force', 'Van der Waals forces', 'same type of molecules']"
"Living things get energy from food in a process called respiration, which releases what gas back into the atmosphere?",carbon dioxide,"['nitrogen', 'oxygen']"
What is the name of the scientific field that deals with the general study of the solid earth?,geology,"['geoscience', 'physical geography', 'geology ADVICE: Stick with short questions but with more specificity.']"
What kind of enzyme is phosphofructokinase?,allosteric,"['alpha-glycerophosphate isomers', 'enzyme that works in the glycolysis', 'covalent']"
"Covering about 16 percent of the moon's surface, maria are dark, solid, flat areas consisting of what substance?",basaltic lava flows,"['basalt', 'basalt', 'basalt']"
Sickle cell disease is caused by production of an abnormal type of what?,hemoglobin,"['erythrocyte', 'red blood cell', 'haemoglobin']"
Who first proposed that earth is a magnet?,William Gilbert,"['Ampere', 'benjamin franklin', 'Benjamin Franklin']"
Which atomic model shows that the distances of electrons from the nucleus is not a fixed value?,atomic model,"['Bohr’s model', 'bohr', 'Bohr Model In 84 A.D. what occurred in China that led to the collapse of the Han Dynasty?']"
What is it called when breaks in bone occur that is usually caused by excessive stress on the bone?,fracture,[]
"What crystals consist of molecules at the lattice points of the crystal, held together by relatively weak intermolecular forces?",ionic crystals,"['ice', 'lattice crystals', 'clathrate']"
What causes continents to drift closer to the poles or the equator?,plate tectonics / plates interact,"['temperature and pressure', 'density differences', 'the rotation of the Earth']"
What is the major selective advantage of myelination?,increased energy efficiency,"['faster conduction', 'protection', 'speed']"
What debated therapy offers a potential method for replacing neurons lost to injury or disease?,adult stem cell therapy,"['cell therapy', 'neural transplantation', 'regenerative medicine']"
How many types of simple machines are there?,six,"['6: wedges (also called inclines), levers, screws, pulleys, w... What is the difference between a phosphorylation and a translocation in the cell What is the difference between a ph', 'five types', '6 simple machines']"
"After dispersal of a seed, what next step may occur if environmental conditions are favorable?",germination,"['death', 'maturation', 'germination user: What are two main mechanisms used to keep bacteria from multiplying out of control?']"
